Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
989;21101053699;"Studia Universitatis Vasile Goldis Arad, Economics Series";journal;"15842339, 22853065";0,194;Q4;8;20;61;1206;70;61;0,98;60,30;21,05;0;10;Poland;Eastern Europe;"De Gruyter Open Ltd";"2019-2025";"Business and International Management (Q4); Economics and Econometrics (Q4); Finance (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
990;17500154910;"Afro-Asian Journal of Finance and Accounting";journal;"17516455, 17516447";0,193;Q4;16;41;120;2313;74;120;0,57;56,41;23,26;0;17;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2008-2025";"Accounting (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
991;21101034343;"European Journal of Business Science and Technology";journal;"26947161, 23366494";0,193;Q4;6;14;48;768;42;48;0,71;54,86;21,88;0;5;Czech Republic;Eastern Europe;"Mendel University in Brno";"2019-2024";"Business and International Management (Q4); Economics and Econometrics (Q4); Finance (Q4); Management Information Systems (Q4); Management of Technology and Innovation (Q4); Marketing (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
992;21101072387;"Insurance Markets and Companies";journal;"25229591, 26163551";0,193;Q4;7;17;31;794;56;31;1,26;46,71;44,00;0;9;Ukraine;Eastern Europe;"LLC CPC Business Perspectives";"2019-2025";"Law (Q3); Business and International Management (Q4); Finance (Q4); Management Information Systems (Q4); Management of Technology and Innovation (Q4); Marketing (Q4); Organizational Behavior and Human Resource Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
993;17500155131;"Journal of Business Valuation and Economic Loss Analysis";journal;"19329156";0,193;Q4;9;3;9;87;8;9;0,80;29,00;16,67;0;0;Germany;Western Europe;"Walter de Gruyter GmbH";"2009-2025";"Accounting (Q4); Business and International Management (Q4); Economics and Econometrics (Q4); Finance (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
994;21101156893;"Theoretical and Practical Research in the Economic Fields";journal;"20687710";0,192;Q3;4;78;69;3426;51;69;0,85;43,92;54,11;0;53;Romania;Eastern Europe;"ASERS Publishing House";"2019-2024";"Economics, Econometrics and Finance (miscellaneous) (Q3)";"Economics, Econometrics and Finance"
995;21101018316;"Journal of Retirement";journal;"23266902, 23266899";0,192;Q4;6;27;76;803;30;60;0,31;29,74;26,32;0;10;United Kingdom;Western Europe;"Portfolio Management Research";"2018-2025";"Finance (Q4); Geriatrics and Gerontology (Q4); Life-span and Life-course Studies (Q4); Organizational Behavior and Human Resource Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Medicine; Social Sciences"
996;17700156006;"WSEAS Transactions on Business and Economics";journal;"11099526, 22242899";0,192;Q4;24;189;553;7326;541;552;0,95;38,76;38,71;0;81;Greece;Western Europe;"World Scientific and Engineering Academy and Society";"2009-2015, 2017-2025";"Business and International Management (Q4); Economics and Econometrics (Q4); Finance (Q4); Marketing (Q4); Organizational Behavior and Human Resource Management (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
997;21100945768;"Journal of Contemporary Iraq and the Arab World";journal;"25158546, 25158538";0,191;Q3;3;13;51;539;14;44;0,32;41,46;41,67;0;5;United Kingdom;Western Europe;"Intellect Ltd.";"2019-2024";"Arts and Humanities (miscellaneous) (Q2); Economics, Econometrics and Finance (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q3)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
998;21100325441;"Przeglad Wschodnioeuropejski";journal;"20811128";0,191;Q4;5;43;156;1243;19;155;0,06;28,91;60,00;0;5;Poland;Eastern Europe;"University of Warmia and Mazury in Olsztyn";"2014-2024";"Arts and Humanities (miscellaneous) (Q2); Social Sciences (miscellaneous) (Q3); Economics and Econometrics (Q4)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
999;21100786529;"Mezhdunarodnye Protsessy";journal;"17282756, 18112773";0,190;Q3;8;16;90;534;30;90;0,32;33,38;48,00;0;8;Russian Federation;Eastern Europe;"Academic Educational Forum on International Relations";"2015-2024";"Cultural Studies (Q2); History (Q2); Economics, Econometrics and Finance (miscellaneous) (Q3); Law (Q3); Political Science and International Relations (Q3)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
1000;21101214489;"Modern Economic Science";journal;"10022848";0,190;Q3;8;60;183;774;110;183;0,69;12,90;41,32;0;59;China;Asiatic Region;"Editorial Board of Modern Economic Science";"2020-2024";"Economics, Econometrics and Finance (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q3)";"Economics, Econometrics and Finance; Social Sciences"
1001;15089;"Finance a Uver - Czech Journal of Economics and Finance";journal;"00151920";0,190;Q4;24;16;49;928;37;47;0,85;58,00;41,18;0;8;Czech Republic;Eastern Europe;"Faculty of Social Sciences, Charles University";"1996-2024";"Accounting (Q4); Economics and Econometrics (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1002;144792;"Geographie Economie Societe";journal;"1295926X";0,190;Q4;19;24;63;1429;24;61;0,29;59,54;51,67;0;12;France;Western Europe;"Lavoisier";"2004-2024";"Economics and Econometrics (Q4); Geography, Planning and Development (Q4)";"Economics, Econometrics and Finance; Social Sciences"
1003;21100927900;"Journal of Food Distribution Research";journal;"26433354";0,190;Q4;6;14;60;554;33;59;0,53;39,57;41,07;0;7;United States;Northern America;"Food Distribution Research Society";"2019-2024";"Agronomy and Crop Science (Q4); Economics and Econometrics (Q4); Food Science (Q4); Management Science and Operations Research (Q4); Marketing (Q4)";"Agricultural and Biological Sciences; Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance"
1004;21100401085;"Latin American Economic Review";journal;"2196436X, 21983526";0,189;Q3;17;15;28;713;21;28;0,50;47,53;17,14;0;8;United States;Northern America;"Springer Science + Business Media";"2014-2024";"Economics, Econometrics and Finance (miscellaneous) (Q3)";"Economics, Econometrics and Finance"
1005;21100856760;"Studies in Microeconomics";journal;"23218398, 23210222";0,189;Q3;8;33;57;1107;40;55;0,80;33,55;32,08;1;19;United Kingdom;Western Europe;"SAGE Publications Ltd";"2013-2025";"Economics, Econometrics and Finance (miscellaneous) (Q3)";"Economics, Econometrics and Finance"
1006;21100210915;"International Journal of Business";journal;"10834346";0,189;Q4;14;12;73;767;53;73;0,90;63,92;33,33;0;5;Taiwan;Asiatic Region;"Chaoyang University of Technology";"2011-2024";"Business and International Management (Q4); Economics and Econometrics (Q4); Finance (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1007;21100265696;"International Journal of Euro-Mediterranean Studies";journal;"22326022, 18553362";0,189;Q4;5;13;31;584;19;27;0,50;44,92;60,00;0;6;Slovenia;Eastern Europe;"EMUNI University";"2012-2024";"History (Q2); Political Science and International Relations (Q3); Sociology and Political Science (Q3); Economics and Econometrics (Q4); Education (Q4)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
1008;12100156731;"South Asia Economic Journal";journal;"0973077X, 13915614";0,188;Q3;21;8;31;349;19;31;0,48;43,63;66,67;0;7;India;Asiatic Region;"Sage Publications India Pvt. Ltd";"2000-2024";"Economics, Econometrics and Finance (miscellaneous) (Q3)";"Economics, Econometrics and Finance"
1009;19700182739;"Review of Development Finance";journal;"18799337";0,188;Q4;35;10;30;642;19;30;0,30;64,20;23,81;0;7;South Africa;Africa;"AfricaGrowth Institute";"2011-2024";"Economics and Econometrics (Q4); Finance (Q4)";"Economics, Econometrics and Finance"
1010;21101072352;"Journal of Tax Reform";journal;"24128872, 24149497";0,187;Q4;6;36;66;1694;73;66;1,19;47,06;31,88;0;35;Russian Federation;Eastern Europe;"Ural Federal University";"2019-2024";"Law (Q3); Accounting (Q4); Business, Management and Accounting (miscellaneous) (Q4); Economics and Econometrics (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
1011;21100820654;"Chinese Journal of Comparative Law";journal;"20504802, 20504810";0,186;Q4;11;15;51;1903;36;51;0,76;126,87;45,00;0;6;United Kingdom;Western Europe;"Oxford University Press";"2013-2025";"Law (Q3); Economics and Econometrics (Q4)";"Economics, Econometrics and Finance; Social Sciences"
1012;4700152505;"Journal of Education Finance";journal;"00989495";0,186;Q4;20;5;83;248;22;45;0,28;49,60;28,57;0;3;United States;Northern America;"University of Illinois Press";"2005-2024";"Education (Q4); Finance (Q4); Public Administration (Q4)";"Economics, Econometrics and Finance; Social Sciences"
1013;21100842860;"Revista Finanzas y Politica Economica";journal;"22486046, 20117663";0,186;Q4;9;20;60;1040;44;56;0,75;52,00;38,24;0;12;Colombia;Latin America;"Universidad Catolica de Colombia";"2015-2024";"Accounting (Q4); Economics and Econometrics (Q4); Finance (Q4); Marketing (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1014;26486;"Sociologia del Lavoro";journal;"03925048";0,186;Q4;7;30;116;1465;50;112;0,37;48,83;52,94;0;19;Italy;Western Europe;"FrancoAngeli Edizioni";"1992, 1996, 2015-2024";"Sociology and Political Science (Q3); Economics and Econometrics (Q4); Organizational Behavior and Human Resource Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
1015;21101044919;"China Economist";journal;"16738837";0,185;Q3;5;19;100;690;54;99;0,48;36,32;36,36;0;16;China;Asiatic Region;"China Economist editorial department";"2020-2024";"Economics, Econometrics and Finance (miscellaneous) (Q3)";"Economics, Econometrics and Finance"
1016;21101038741;"Finance: Theory and Practice";journal;"25877089, 25875671";0,185;Q3;12;108;274;3135;180;274;0,58;29,03;45,26;0;64;Russian Federation;Eastern Europe;"Financial University under The Government of Russian Federation";"2017-2024";"Economics, Econometrics and Finance (miscellaneous) (Q3); Business and International Management (Q4); Development (Q4); Finance (Q4); Management of Technology and Innovation (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
1017;21101041417;"Indian Economic Review";journal;"00194670, 25201778";0,185;Q3;8;33;86;1581;72;84;0,75;47,91;36,96;1;22;India;Asiatic Region;"Editorial Office, Indian Economic Review";"2019-2025";"Economics, Econometrics and Finance (miscellaneous) (Q3); Economics and Econometrics (Q4)";"Economics, Econometrics and Finance"
1018;19900191763;"New Zealand Economic Papers";journal;"00779954, 19434863";0,185;Q3;16;37;79;1139;67;54;1,02;30,78;42,00;1;24;United Kingdom;Western Europe;"Routledge";"1966, 1968-2024";"Economics, Econometrics and Finance (miscellaneous) (Q3)";"Economics, Econometrics and Finance"
1019;5700163481;"Nova Economia";journal;"01036351, 19805381";0,185;Q3;13;33;90;1725;43;89;0,50;52,27;26,42;0;15;Brazil;Latin America;"Universidade de Minas Gerais";"2008-2024";"Economics, Econometrics and Finance (miscellaneous) (Q3)";"Economics, Econometrics and Finance"
1020;21101021770;"International Journal of Management and Sustainability";journal;"23069856, 23060662";0,185;Q4;10;64;76;3554;94;76;1,35;55,53;44,74;0;34;United States;Northern America;"Conscientia Beam";"2019-2024";"Business, Management and Accounting (miscellaneous) (Q4); Economics and Econometrics (Q4); Geography, Planning and Development (Q4); Management, Monitoring, Policy and Law (Q4); Management Science and Operations Research (Q4)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance; Environmental Science; Social Sciences"
1021;21101152137;"Revista de Defesa da Concorrencia";journal;"23182253";0,185;Q4;3;20;51;777;7;51;0,06;38,85;40,91;1;3;Brazil;Latin America;"Administrative Council for Economic Defense (CADE)";"2019-2024";"Law (Q3); Economics and Econometrics (Q4)";"Economics, Econometrics and Finance; Social Sciences"
1022;21100927369;"Apuntes";journal;"22231757, 02521865";0,184;Q3;5;6;61;218;39;59;0,65;36,33;42,86;0;2;Peru;Latin America;"Universidad del Pacifico Press";"2019-2025";"Economics, Econometrics and Finance (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q3)";"Economics, Econometrics and Finance; Social Sciences"
1023;21101072364;"Proceedings of the Centre for Economic History Research";journal;"25349244, 26033526";0,184;Q3;6;34;91;572;18;91;0,25;16,82;35,71;0;20;Bulgaria;Eastern Europe;"Center for Economic and History Research (CEHR)";"2016-2024";"History (Q2); Economics, Econometrics and Finance (miscellaneous) (Q3)";"Arts and Humanities; Economics, Econometrics and Finance"
1024;21101037294;"Religiovedenie";journal;"20728662, 27127575";0,184;Q4;3;60;180;1535;18;179;0,12;25,58;52,63;0;7;Russian Federation;Eastern Europe;"Amur State University";"2019-2024";"Cultural Studies (Q2); Linguistics and Language (Q2); Religious Studies (Q2); Economics and Econometrics (Q4)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
1025;5400152653;"World Review of Entrepreneurship, Management and Sustainable Development";journal;"17460581, 17460573";0,184;Q4;23;32;141;2208;139;140;0,57;69,00;33,75;0;22;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2005-2025";"Business and International Management (Q4); Economics and Econometrics (Q4); Renewable Energy, Sustainability and the Environment (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Energy"
1026;21100396322;"International Journal of Trade and Global Markets";journal;"1742755X, 17427541";0,183;Q3;18;20;160;1166;98;157;0,57;58,30;57,38;0;12;Switzerland;Western Europe;"Inderscience";"2014-2024";"Economics, Econometrics and Finance (miscellaneous) (Q3); Business and International Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1027;21100920650;"New Global Studies";journal;"19400004";0,183;Q3;12;21;62;1367;45;61;0,51;65,10;29,63;0;7;Germany;Western Europe;"Walter de Gruyter GmbH";"2007-2025";"Arts and Humanities (miscellaneous) (Q2); Economics, Econometrics and Finance (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q3)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
1028;21100820055;"Journal of Distribution Science";journal;"17383110, 20937717";0,183;Q4;19;135;370;6262;429;370;1,04;46,39;38,08;0;49;South Korea;Asiatic Region;"KODISA Foundation";"2016-2025";"Business and International Management (Q4); Economics and Econometrics (Q4); Marketing (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1029;21100829239;"Applied Econometrics";journal;"19937601, 24106445";0,182;Q3;13;18;80;653;42;78;0,48;36,28;54,84;0;7;Russian Federation;Eastern Europe;"Russian Presidential Academy of National Economy and Public Administration";"2006-2024";"Economics, Econometrics and Finance (miscellaneous) (Q3); Economics and Econometrics (Q4)";"Economics, Econometrics and Finance"
1030;20708;"Estudos Economicos";journal;"19805357, 01014161";0,182;Q3;14;19;70;827;30;70;0,24;43,53;28,95;0;10;Brazil;Latin America;"Instituto de Pesquisas Economicas da FEA-USP";"1981, 1987, 1992, 2008-2025";"Economics, Econometrics and Finance (miscellaneous) (Q3)";"Economics, Econometrics and Finance"
1031;22755;"Jurnal Ekonomi Malaysia";journal;"27166058, 01271962";0,182;Q3;14;22;105;1173;80;105;0,65;53,32;45,45;0;16;Malaysia;Asiatic Region;"Penerbit Universiti Kebangsaan Malaysia";"1981, 1983, 2006-2024";"Economics, Econometrics and Finance (miscellaneous) (Q3); Business, Management and Accounting (miscellaneous) (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1032;21101048515;"Revista Iberoamericana de Viticultura Agroindustria y Ruralidad";journal;"07194994";0,182;Q3;8;45;136;1087;77;136;0,58;24,16;47,14;0;27;Chile;Latin America;"Institute of Advanced Studies, University of Santiago de Chile";"2019-2025";"Cultural Studies (Q2); History (Q2); Archeology (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Agronomy and Crop Science (Q4); Food Science (Q4); Horticulture (Q4)";"Agricultural and Biological Sciences; Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
1033;19400158801;"Asian Academy of Management Journal of Accounting and Finance";journal;"18234992, 19858299";0,182;Q4;20;20;62;1464;59;55;0,71;73,20;35,56;0;8;Malaysia;Asiatic Region;"Universiti Sains Malaysia";"2006, 2009-2024";"Accounting (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1034;4700152235;"International Journal of Accounting, Auditing and Performance Evaluation";journal;"17408008, 17408016";0,182;Q4;19;19;50;1131;41;50;0,62;59,53;34,15;0;7;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2004-2024";"Accounting (Q4); Finance (Q4); Organizational Behavior and Human Resource Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1035;21100870844;"Acta Turistica";journal;"18486061, 03534316";0,181;Q3;5;8;27;273;22;24;0,67;34,13;60,00;0;2;Croatia;Eastern Europe;"University of Zagreb Faculty of Economics and Business";"2018-2024";"Economics, Econometrics and Finance (miscellaneous) (Q3); Geography, Planning and Development (Q4); Tourism, Leisure and Hospitality Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
1036;21100925894;"Humanities and Social Sciences Letters";journal;"23125659, 23124318";0,181;Q3;10;76;132;3932;123;132;0,93;51,74;42,46;0;31;Pakistan;Asiatic Region;"Conscientia Beam";"2019-2025";"Economics, Econometrics and Finance (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q3); Business, Management and Accounting (miscellaneous) (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
1037;4500151526;"Review of Law and Economics";journal;"21946000, 15555879";0,181;Q3;23;23;53;1056;26;53;0,70;45,91;22,86;0;5;Germany;Western Europe;"Walter de Gruyter GmbH";"2005-2025";"Economics, Econometrics and Finance (miscellaneous) (Q3); Law (Q3)";"Economics, Econometrics and Finance; Social Sciences"
1038;21101062495;"Scientific Horizons";journal;"27098877, 26632144";0,181;Q3;14;169;424;5538;479;424;1,30;32,77;57,44;0;110;Ukraine;Eastern Europe;"Polissia National University";"2018-2025";"Economics, Econometrics and Finance (miscellaneous) (Q3); Agronomy and Crop Science (Q4); Animal Science and Zoology (Q4)";"Agricultural and Biological Sciences; Economics, Econometrics and Finance"
1039;21100868867;"African Journal of Agricultural and Resource Economics";journal;"19933738";0,181;Q4;9;5;66;211;50;66;0,61;42,20;23,53;0;3;Kenya;Africa;"African Association of Agricultural Economists";"2018-2024";"Agricultural and Biological Sciences (miscellaneous) (Q3); Economics and Econometrics (Q4)";"Agricultural and Biological Sciences; Economics, Econometrics and Finance"
1040;21100310035;"Economic Annals-XXI";journal;"17286239, 17286220";0,180;Q3;22;10;245;153;164;245;0,59;15,30;60,61;0;6;Ukraine;Eastern Europe;"Institute of Society Transformation";"2013-2024";"Economics, Econometrics and Finance (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Economics, Econometrics and Finance; Social Sciences"
