Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
88;29113;Contemporary Accounting Research;journal;08239150, 19113846;3,069;Q1;133;99;267;7068;1584;266;4,98;71,39;32,20;0;26;Canada;Northern America;John Wiley and Sons Inc;1984-2025;"Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
89;19600161806;Journal of Family Business Strategy;journal;18778585;3,053;Q1;74;27;93;3103;1041;90;7,89;114,93;45,88;0;11;United Kingdom;Western Europe;Elsevier Ltd;2010-2025;"Economics and Econometrics (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
90;23859;Journal of Business Ethics;journal;15730697, 01674544;3,039;Q1;277;458;1016;43488;11031;1005;9,84;94,95;43,09;15;198;Netherlands;Western Europe;Springer Netherlands;1982-2025;"Arts and Humanities (miscellaneous) (Q1); Business and International Management (Q1); Business, Management and Accounting (miscellaneous) (Q1); Economics and Econometrics (Q1); Law (Q1)";"Arts and Humanities; Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
91;3600148105;Human Resource Management Journal;journal;9545395;3,027;Q1;102;77;162;5830;1454;161;7,05;75,71;44,40;10;26;United States;Northern America;Wiley-Blackwell;1990-2025;Organizational Behavior and Human Resource Management (Q1);Business, Management and Accounting
92;29104;Small Business Economics;journal;15730913, 0921898X;3,025;Q1;180;193;518;18023;5500;512;8,75;93,38;30,84;15;114;Netherlands;Western Europe;Springer Netherlands;1989-2025;"Business, Management and Accounting (miscellaneous) (Q1); Economics and Econometrics (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
93;17167;Public Administration Review;journal;00333352, 15406210;2,964;Q1;186;127;349;8367;2543;286;6,24;65,88;37,40;21;34;United Kingdom;Western Europe;Wiley-Blackwell;1978-1983, 1985, 1988, 1996-2025;"Marketing (Q1); Public Administration (Q1); Sociology and Political Science (Q1)";"Business, Management and Accounting; Social Sciences"
94;12303;Information and Management;journal;3787206;2,920;Q1;204;117;337;12121;4494;334;10,81;103,60;37,57;1;21;Netherlands;Western Europe;Elsevier B.V.;1977-2025;"Information Systems (Q1); Information Systems and Management (Q1); Management Information Systems (Q1)";"Business, Management and Accounting; Computer Science; Decision Sciences"
95;19250;Work and Occupations;journal;07308884, 15528464;2,918;Q1;84;27;56;1970;345;55;5,36;72,96;50,00;0;19;United States;Northern America;SAGE Publications Inc.;1974-2025;"Organizational Behavior and Human Resource Management (Q1); Sociology and Political Science (Q1)";"Business, Management and Accounting; Social Sciences"
96;10600153348;International Journal of Advertising;journal;17593948, 02650487;2,914;Q1;86;94;203;7309;2060;180;9,50;77,76;51,05;0;11;United Kingdom;Western Europe;Taylor and Francis Ltd.;1982-2025;"Communication (Q1); Marketing (Q1)";"Business, Management and Accounting; Social Sciences"
97;21203;Long Range Planning;journal;00246301, 18731872;2,909;Q1;134;53;172;5188;1616;166;7,75;97,89;30,77;1;15;United Kingdom;Western Europe;Elsevier Ltd;1968-2025;"Finance (Q1); Geography, Planning and Development (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
98;20039;International Journal of Operations and Production Management;journal;17586593, 01443577;2,876;Q1;170;113;265;8887;3259;261;10,18;78,65;30,50;0;57;United Kingdom;Western Europe;Emerald Group Publishing Ltd.;1985, 1995-2025;"Decision Sciences (miscellaneous) (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Decision Sciences"
99;22322;Organization;journal;13505084, 14617323;2,861;Q1;123;95;194;7104;1201;193;4,40;74,78;48,98;4;42;United Kingdom;Western Europe;SAGE Publications Ltd;1994-2025;"Business, Management and Accounting (miscellaneous) (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1)";Business, Management and Accounting
100;19165;International Journal of Production Economics;journal;9255273;2,833;Q1;248;280;871;19631;12219;862;12,32;70,11;30,72;0;140;Netherlands;Western Europe;Elsevier B.V.;1991-2025;"Business, Management and Accounting (miscellaneous) (Q1); Economics and Econometrics (Q1); Industrial and Manufacturing Engineering (Q1); Management Science and Operations Research (Q1)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance; Engineering"
101;21101180570;Innovation and Green Development;journal;29497531;2,817;Q1;27;60;47;4647;874;46;18,60;77,45;26,11;1;53;Netherlands;Western Europe;Elsevier B.V.;2022-2025;"Management of Technology and Innovation (Q1); Management Science and Operations Research (Q1); Renewable Energy, Sustainability and the Environment (Q1)";"Business, Management and Accounting; Decision Sciences; Energy"
102;17627;New Technology, Work and Employment;journal;02681072, 1468005X;2,795;Q1;67;40;70;2596;636;70;9,22;64,90;57,29;4;18;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1986-2025;"Human Factors and Ergonomics (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Social Sciences"
103;12006;Journal of Vocational Behavior;journal;10959084, 00018791;2,793;Q1;197;56;235;5670;1873;232;6,06;101,25;49,78;0;14;United States;Northern America;Academic Press Inc.;1971-2025;"Applied Psychology (Q1); Education (Q1); Life-span and Life-course Studies (Q1); Organizational Behavior and Human Resource Management (Q1)";"Business, Management and Accounting; Psychology; Social Sciences"
104;19700201522;Journal of Business Logistics;journal;21581592, 07353766;2,768;Q1;102;40;87;4524;1109;74;10,26;113,10;22,73;3;10;United States;Northern America;"John Wiley &amp; Sons Inc.";2001-2025;"Business, Management and Accounting (miscellaneous) (Q1); Management Science and Operations Research (Q1)";"Business, Management and Accounting; Decision Sciences"
105;14811;Journal of Sustainable Tourism;journal;09669582, 17477646;2,733;Q1;150;207;384;18014;5380;382;13,09;87,02;48,12;13;182;United Kingdom;Western Europe;Taylor and Francis Ltd.;1993-2025;"Geography, Planning and Development (Q1); Tourism, Leisure and Hospitality Management (Q1)";"Business, Management and Accounting; Social Sciences"
106;28686;International Journal of Hospitality Management;journal;2784319;2,731;Q1;186;275;717;22496;9742;715;10,40;81,80;42,53;1;71;United Kingdom;Western Europe;Elsevier Ltd;1982-2025;"Strategy and Management (Q1); Tourism, Leisure and Hospitality Management (Q1)";Business, Management and Accounting
107;4000148307;Family Business Review;journal;17416248, 08944865;2,718;Q1;135;16;55;2583;570;47;7,47;161,44;40,74;0;0;United States;Northern America;SAGE Publications Inc.;1988-2024;"Business, Management and Accounting (miscellaneous) (Q1); Finance (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
108;22792;Industrial Marketing Management;journal;198501;2,621;Q1;187;164;628;15706;6638;576;9,03;95,77;32,73;1;42;United States;Northern America;Elsevier Inc.;1971-2025;Marketing (Q1);Business, Management and Accounting
109;18676;Technology in Society;journal;0160791X;2,559;Q1;112;315;861;27066;13616;859;15,82;85,92;34,40;4;174;United Kingdom;Western Europe;Elsevier Ltd;1979-2025;"Business and International Management (Q1); Education (Q1); Human Factors and Ergonomics (Q1); Sociology and Political Science (Q1)";"Business, Management and Accounting; Social Sciences"
110;19295;Gender, Work and Organization;journal;14680432, 09686673;2,539;Q1;101;183;419;13649;2842;404;4,55;74,58;78,24;6;129;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1994-2025;"Gender Studies (Q1); Organizational Behavior and Human Resource Management (Q1)";"Business, Management and Accounting; Social Sciences"
111;21100781509;Journal of Public Policy and Marketing;journal;07439156, 15477207;2,525;Q1;94;26;103;2174;530;66;4,52;83,62;43,75;2;10;United States;Northern America;American Marketing Association;1995-2025;"Business and International Management (Q1); Economics and Econometrics (Q1); Marketing (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
112;20909;Transportation Research Part E: Logistics and Transportation Review;journal;13665545;2,513;Q1;156;350;843;22914;9421;839;10,06;65,47;31,99;1;172;United Kingdom;Western Europe;Elsevier Ltd;1997-2025;"Business and International Management (Q1); Civil and Structural Engineering (Q1); Management Science and Operations Research (Q1); Transportation (Q1)";"Business, Management and Accounting; Decision Sciences; Engineering; Social Sciences"
113;30718;Annals of Tourism Research;journal;1607383;2,461;Q1;229;124;465;7641;4535;446;7,86;61,62;49,68;0;50;United Kingdom;Western Europe;Elsevier Ltd;1973-2025;"Business and International Management (Q1); Development (Q1); Marketing (Q1); Tourism, Leisure and Hospitality Management (Q1)";"Business, Management and Accounting; Social Sciences"
114;22706;International Journal of Forecasting;journal;1692070;2,428;Q1;126;142;355;7743;3162;325;8,11;54,53;16,48;13;23;Netherlands;Western Europe;Elsevier B.V.;1985-2025;Business and International Management (Q1);Business, Management and Accounting
115;29170;Critical Perspectives on Accounting;journal;10452354, 10959955;2,426;Q1;91;89;177;8632;1393;166;6,62;96,99;36,84;2;40;United States;Northern America;Academic Press;1990-2025;"Accounting (Q1); Finance (Q1); Information Systems and Management (Q1); Sociology and Political Science (Q1)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance; Social Sciences"
116;21341;California Management Review;journal;21628564, 00081256;2,416;Q1;164;26;76;0;803;74;10,08;0,00;25,40;0;11;United States;Northern America;Haas School of Business;1970-2024;Strategy and Management (Q1);Business, Management and Accounting
117;14130;Research in Organizational Behavior;journal;1913085;2,416;Q1;83;7;30;1293;122;28;3,22;184,71;52,94;0;1;United Kingdom;Western Europe;Emerald Publishing;2000-2004, 2006, 2008-2024;"Experimental and Cognitive Psychology (Q1); Organizational Behavior and Human Resource Management (Q1); Social Psychology (Q1)";"Business, Management and Accounting; Psychology"
118;15821;Journal of Policy Analysis and Management;journal;02768739, 15206688;2,398;Q1;106;91;193;4724;468;129;2,28;51,91;37,21;16;47;United States;Northern America;Wiley-Liss Inc.;1981-2025;"Business, Management and Accounting (miscellaneous) (Q1); Public Administration (Q1); Sociology and Political Science (Q1)";"Business, Management and Accounting; Social Sciences"
119;22326;Organizational Behavior and Human Decision Processes;journal;07495978, 10959920;2,383;Q1;187;33;178;3235;793;174;3,63;98,03;47,00;0;7;United States;Northern America;Academic Press Inc.;1985-2025;"Applied Psychology (Q1); Organizational Behavior and Human Resource Management (Q1)";"Business, Management and Accounting; Psychology"
120;29412;Group and Organization Management;journal;10596011;2,373;Q1;105;110;146;8815;978;133;5,69;80,14;42,81;2;24;United States;Northern America;SAGE Publications Inc.;1976-2025;"Applied Psychology (Q1); Arts and Humanities (miscellaneous) (Q1); Organizational Behavior and Human Resource Management (Q1)";"Arts and Humanities; Business, Management and Accounting; Psychology"
121;21933;Decision Support Systems;journal;1679236;2,366;Q1;192;180;318;11962;3548;315;9,63;66,46;28,33;1;27;Netherlands;Western Europe;Elsevier B.V.;1985-2025;"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Information Systems (Q1); Information Systems and Management (Q1); Management Information Systems (Q1)";"Arts and Humanities; Business, Management and Accounting; Computer Science; Decision Sciences; Psychology"
122;144981;Quantitative Marketing and Economics;journal;15707156, 1573711X;2,330;Q1;40;15;37;572;64;37;1,17;38,13;22,86;0;2;Netherlands;Western Europe;Kluwer Academic Publishers;2005-2025;"Economics, Econometrics and Finance (miscellaneous) (Q1); Marketing (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
123;19600157911;Electronic Markets;journal;14228890, 10196781;2,325;Q1;63;60;250;5552;3545;229;9,16;92,53;27,22;1;13;Germany;Western Europe;Springer Verlag;2009-2025;"Business and International Management (Q1); Computer Science Applications (Q1); Economics and Econometrics (Q1); Management of Technology and Innovation (Q1); Marketing (Q1)";"Business, Management and Accounting; Computer Science; Economics, Econometrics and Finance"
124;17400154830;Review of Managerial Science;journal;18636683, 18636691;2,316;Q1;63;175;264;17926;3285;260;13,48;102,43;42,15;6;62;Germany;Western Europe;Springer Verlag;2007, 2009-2025;Business, Management and Accounting (miscellaneous) (Q1);Business, Management and Accounting
125;15392;Journal of Business and Psychology;journal;1573353X, 08893268;2,313;Q1;108;92;202;9661;1292;200;5,39;105,01;41,50;1;10;United States;Northern America;Kluwer Academic/Human Sciences Press Inc.;1986-2025;"Applied Psychology (Q1); Business and International Management (Q1); Business, Management and Accounting (miscellaneous) (Q1); Psychology (miscellaneous) (Q1)";"Business, Management and Accounting; Psychology"
126;21915;Omega (United Kingdom);journal;3050483;2,308;Q1;175;159;489;9256;4345;489;8,55;58,21;27,31;1;52;United Kingdom;Western Europe;Elsevier B.V.;1973-2025;"Information Systems and Management (Q1); Management Science and Operations Research (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Decision Sciences"
